time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-27,16.2,8.3,25.5,0.0,,240.0,3.3,,1014.4,
2023-01-28,15.8,8.1,23.9,0.0,,282.0,3.6,,1015.3,
2023-01-29,17.8,10.0,27.9,0.0,,273.0,3.0,,1014.2,
2023-01-30,18.2,9.5,27.5,0.0,,302.0,3.7,,1013.4,
2023-01-31,18.5,10.3,27.9,0.0,,271.0,3.7,,1012.2,
2023-02-01,18.1,9.7,26.7,0.0,,270.0,3.7,,1013.3,
2023-02-02,17.6,9.5,26.3,0.0,,302.0,3.6,,1015.1,
2023-02-03,17.2,10.4,26.2,0.0,,72.0,4.6,,1016.7,
2023-02-04,16.5,8.2,25.1,0.0,,21.0,2.7,,1018.2,
2023-02-05,17.8,9.2,27.7,0.0,,327.0,2.6,,1015.8,
2023-02-06,18.3,9.9,26.8,0.0,,297.0,3.7,,1013.1,
2023-02-07,18.2,9.4,27.5,0.0,,291.0,4.6,,1011.7,
2023-02-08,17.9,9.1,26.0,0.0,,291.0,3.9,,1012.3,
2023-02-09,17.5,9.0,27.0,0.0,,295.0,3.4,,1012.8,
2023-02-10,17.8,9.1,26.4,0.0,,311.0,3.3,,1012.9,
2023-02-11,17.2,10.2,24.1,0.0,,105.0,4.4,,1013.9,
2023-02-12,18.3,10.4,25.9,0.0,,275.0,3.8,,1012.7,
2023-02-13,18.6,9.6,26.9,0.0,,270.0,4.8,,1012.0,
2023-02-14,17.4,8.6,26.5,0.0,,278.0,4.2,,1011.3,
2023-02-15,17.4,8.0,26.4,0.0,,261.0,4.7,,1011.3,
2023-02-16,17.8,8.5,27.8,0.0,,287.0,3.9,,1011.1,
2023-02-17,19.0,9.1,29.3,0.0,,201.0,3.0,,1010.8,
2023-02-18,19.0,11.0,27.3,0.0,,339.0,2.9,,1013.1,
2023-02-19,19.6,11.7,27.9,0.0,,297.0,4.3,,1013.6,
2023-02-20,20.0,10.9,28.1,0.0,,299.0,4.3,,1013.1,
2023-02-21,19.6,12.3,27.2,0.0,,279.0,5.4,,1010.9,
2023-02-22,18.4,10.9,25.2,0.0,,272.0,5.6,,1011.9,
2023-02-23,17.4,9.3,25.4,0.0,,304.0,3.4,,1014.0,
2023-02-24,19.7,10.4,29.1,0.0,,316.0,3.3,,1013.4,
2023-02-25,20.1,11.4,29.0,0.0,,291.0,4.5,,1013.3,
2023-02-26,19.9,10.8,29.4,0.0,,294.0,4.1,,1012.7,
2023-02-27,20.2,9.5,30.9,0.0,,300.0,4.5,,1010.7,
2023-02-28,20.9,10.5,30.7,0.0,,301.0,3.7,,1009.5,
2023-03-01,20.7,11.3,29.4,0.0,,288.0,5.1,,1010.0,
2023-03-02,19.5,10.5,28.5,0.0,,303.0,6.3,,1008.5,
2023-03-03,19.0,8.1,29.5,0.0,,295.0,4.4,,1005.9,
2023-03-04,19.2,9.1,29.8,0.0,,296.0,4.0,,1008.0,
2023-03-05,20.6,10.2,31.5,0.0,,292.0,3.7,,1009.4,
2023-03-06,21.3,10.5,31.4,0.0,,308.0,4.3,,1010.4,
2023-03-07,21.1,11.0,30.6,0.0,,298.0,4.8,,1009.8,
2023-03-08,21.3,10.5,31.7,0.0,,301.0,4.8,,1009.3,
2023-03-09,21.0,10.6,31.4,0.0,,305.0,4.9,,1009.4,
2023-03-10,21.9,12.5,30.9,0.0,,306.0,4.7,,1008.8,
2023-03-11,21.1,11.3,30.4,0.0,,305.0,5.1,,1008.7,
2023-03-12,21.0,11.6,30.0,0.0,,287.0,4.9,,1008.8,
2023-03-13,21.3,11.4,31.9,0.5,,270.0,4.9,,1008.8,
2023-03-14,20.6,10.7,29.8,0.0,,282.0,4.6,,1010.8,
2023-03-15,20.4,11.6,30.3,1.3,,207.0,3.7,,1011.9,
2023-03-16,20.2,11.4,28.9,0.0,,267.0,5.2,,1011.7,
2023-03-17,19.8,9.7,29.2,0.0,,276.0,5.0,,1010.4,
2023-03-18,19.5,10.1,27.8,0.0,,271.0,5.2,,1009.8,
2023-03-19,19.0,10.4,28.4,0.0,,246.0,4.7,,1012.3,
2023-03-20,19.3,10.1,29.1,0.0,,254.0,5.0,,1012.4,
2023-03-21,20.2,10.6,29.9,0.0,,275.0,5.1,,1012.6,
2023-03-22,21.8,11.6,32.6,0.0,,270.0,4.1,,1012.1,
2023-03-23,22.8,12.0,33.3,0.0,,293.0,5.0,,1011.2,
2023-03-24,21.8,11.6,30.9,0.0,,304.0,5.1,,1010.3,
2023-03-25,21.5,10.1,31.1,0.0,,297.0,4.4,,1008.3,
2023-03-26,21.4,9.9,32.6,0.0,,301.0,4.5,,1008.1,
2023-03-27,21.8,11.2,31.3,0.0,,291.0,5.0,,1008.4,
2023-03-28,22.7,11.3,33.0,0.0,,299.0,4.8,,1008.8,
2023-03-29,22.4,11.4,32.7,0.0,,247.0,4.2,,1009.0,
2023-03-30,22.3,13.0,32.2,0.0,,291.0,4.2,,1009.2,
2023-03-31,22.3,11.7,31.2,0.0,,308.0,4.3,,1010.1,
2023-04-01,23.4,12.9,34.1,0.0,,304.0,4.0,,1009.6,
2023-04-02,,,,,,,,,,
2023-04-03,23.7,13.5,33.3,0.0,,298.0,5.4,,1006.6,
2023-04-04,21.9,13.1,30.0,0.0,,297.0,5.7,,1007.1,
2023-04-05,22.4,13.5,32.5,0.0,,280.0,4.5,,1006.7,
2023-04-06,22.1,13.3,31.6,0.0,,267.0,4.4,,1007.2,
2023-04-07,21.8,12.3,29.7,0.0,,255.0,4.7,,1008.4,
2023-04-08,22.5,12.7,32.4,0.0,,249.0,4.1,,1008.6,
2023-04-09,22.5,12.5,30.6,0.0,,274.0,5.0,,1010.0,
2023-04-10,22.9,14.1,31.0,0.0,,267.0,5.1,,1009.7,
2023-04-11,22.8,13.1,30.7,0.0,,328.0,4.8,,1009.8,
2023-04-12,22.8,14.2,30.8,0.0,,251.0,5.1,,1008.3,
2023-04-13,21.6,12.3,30.0,0.0,,280.0,6.9,,1006.9,
2023-04-14,21.4,11.1,30.3,0.0,,281.0,6.6,,1008.2,
2023-04-15,21.5,11.6,30.0,0.4,,304.0,6.2,,1010.5,
2023-04-16,22.7,11.9,32.2,0.0,,322.0,4.1,,1010.3,
2023-04-17,23.1,14.0,31.6,0.0,,222.0,5.2,,1008.8,
2023-04-18,22.7,12.9,30.8,0.0,,292.0,6.6,,1008.2,
2023-04-19,23.5,12.9,32.8,0.0,,289.0,6.6,,1007.1,
2023-04-20,24.5,13.9,33.6,0.0,,294.0,6.2,,1007.9,
2023-04-21,25.0,14.0,34.1,0.0,,300.0,6.5,,1008.1,
2023-04-22,24.6,14.1,33.6,0.0,,286.0,5.4,,1005.7,
2023-04-23,23.8,13.7,32.2,0.0,,284.0,6.1,,1005.5,
2023-04-24,22.9,12.9,31.5,0.0,,289.0,6.7,,1007.0,
2023-04-25,22.3,12.0,31.1,0.0,,292.0,7.1,,1007.9,
2023-04-26,22.2,11.8,30.9,0.0,,287.0,6.2,,1007.3,
2023-04-27,23.4,14.4,32.3,0.0,,297.0,6.2,,1006.4,
2023-04-28,22.5,11.5,32.1,0.0,,298.0,7.0,,1006.9,
2023-04-29,21.8,9.7,31.6,0.0,,304.0,3.7,,1008.4,
2023-04-30,23.2,13.1,32.7,0.0,,207.0,4.5,,1008.2,
2023-05-01,22.6,12.9,31.2,0.0,,263.0,6.3,,1007.5,
2023-05-02,23.0,12.2,32.0,0.0,,275.0,6.1,,1007.4,
2023-05-03,23.7,12.8,33.0,0.0,,271.0,4.8,,1006.4,
2023-05-04,24.2,14.9,32.7,0.0,,280.0,5.3,,1006.9,
2023-05-05,25.3,15.3,33.9,0.0,,303.0,5.2,,1008.2,
2023-05-06,26.1,15.5,35.2,0.0,,310.0,5.6,,1007.9,
2023-05-07,26.3,16.7,34.9,0.0,,302.0,5.6,,1007.6,
2023-05-08,25.8,16.2,34.5,0.0,,297.0,6.6,,1007.4,
2023-05-09,25.2,15.8,33.8,0.0,,298.0,6.7,,1008.1,
2023-05-10,24.7,15.1,33.2,0.0,,299.0,8.0,,1007.9,
2023-05-11,23.8,13.7,32.7,0.0,,298.0,7.5,,1006.9,
2023-05-12,23.4,13.8,31.8,0.0,,285.0,6.6,,1006.4,
2023-05-13,23.3,13.9,31.8,0.0,,273.0,6.6,,1005.8,
2023-05-14,23.0,13.8,30.7,0.2,,257.0,5.2,,1009.1,
2023-05-15,23.4,13.7,31.9,0.0,,280.0,4.8,,1011.4,
2023-05-16,23.6,14.9,32.1,0.0,,284.0,6.4,,1010.8,
2023-05-17,23.2,14.5,31.6,0.0,,291.0,6.0,,1009.4,
2023-05-18,23.5,14.8,31.5,2.6,,291.0,5.8,,1008.7,
2023-05-19,23.9,16.7,31.8,0.7,,293.0,4.9,,1010.3,
2023-05-20,20.6,18.1,23.4,6.7,,342.0,4.6,,1013.6,
2023-05-21,23.8,16.9,30.6,0.0,,92.0,5.1,,1011.1,
2023-05-22,24.8,17.3,32.0,0.0,,309.0,5.2,,1008.7,
2023-05-23,25.2,16.7,33.1,0.0,,303.0,5.6,,1008.1,
2023-05-24,24.9,15.7,32.8,0.0,,295.0,6.6,,1007.1,
2023-05-25,24.7,15.2,33.0,0.0,,295.0,6.1,,1005.8,
2023-05-26,25.3,15.9,34.8,0.0,,285.0,4.8,,1006.0,
2023-05-27,25.2,16.9,34.6,0.0,,266.0,5.1,,1007.4,
2023-05-28,24.5,16.0,32.6,0.0,,269.0,6.1,,1008.4,
2023-05-29,24.1,15.6,31.9,0.0,,294.0,7.3,,1008.7,
2023-05-30,24.6,14.8,33.3,0.0,,299.0,7.0,,1007.3,
2023-05-31,25.1,15.0,34.6,0.0,,286.0,5.0,,1005.7,
2023-06-01,26.0,15.8,34.7,0.0,,285.0,6.4,,1005.3,
2023-06-02,26.6,15.8,36.2,0.0,,292.0,5.7,,1004.8,
2023-06-03,26.2,16.3,36.0,0.0,,300.0,6.6,,1003.7,
2023-06-04,25.7,14.7,34.8,0.0,,303.0,5.9,,1003.3,
2023-06-05,25.3,14.2,35.9,0.0,,270.0,5.3,,1004.2,
2023-06-06,25.0,15.3,34.2,0.0,,286.0,4.5,,1005.5,
2023-06-07,25.5,16.3,34.4,0.0,,290.0,4.8,,1006.2,
2023-06-08,25.0,14.4,34.5,0.0,,280.0,6.7,,1007.9,
2023-06-09,25.8,13.8,36.3,0.0,,289.0,4.7,,1007.0,
2023-06-10,26.3,14.5,37.7,0.0,,278.0,5.4,,1005.7,
2023-06-11,26.7,14.9,37.9,0.0,,268.0,4.3,,1005.6,
2023-06-12,27.0,15.8,37.5,0.0,,295.0,5.3,,1006.1,
2023-06-13,28.6,17.9,38.9,0.0,,266.0,3.5,,1004.4,
2023-06-14,27.8,18.2,38.1,0.0,,294.0,4.0,,1004.2,
2023-06-15,28.0,18.9,38.3,0.0,,291.0,4.5,,1003.5,
2023-06-16,27.3,18.9,35.7,0.0,,268.0,5.1,,1005.2,
2023-06-17,26.8,18.8,37.3,0.0,,309.0,5.3,,1006.7,
2023-06-18,26.5,18.2,34.3,0.0,,238.0,4.2,,1006.8,
2023-06-19,27.1,18.6,37.8,0.0,,262.0,4.8,,1005.7,
2023-06-20,27.6,19.2,36.2,0.0,,285.0,3.5,,1005.1,
2023-06-21,27.8,19.6,38.1,0.0,,282.0,5.0,,1004.5,
2023-06-22,27.8,19.5,37.5,0.0,,342.0,5.1,,1003.8,
2023-06-23,28.0,19.6,35.8,0.0,,324.0,5.1,,1004.2,
2023-06-24,28.1,19.9,37.6,0.0,,1.0,5.1,,1005.3,
2023-06-25,27.4,19.1,36.3,0.5,,8.0,5.5,,1005.6,
2023-06-26,26.2,19.0,33.8,5.6,,18.0,4.5,,1005.8,
2023-06-27,24.2,18.4,31.3,7.5,,11.0,3.3,,1007.0,
2023-06-28,23.4,18.7,32.7,9.1,,11.0,3.2,,1006.7,
2023-06-29,22.2,18.2,28.9,4.9,,353.0,4.0,,1007.8,
2023-06-30,22.3,18.1,28.1,5.4,,23.0,3.7,,1009.0,
2023-07-01,21.7,17.4,26.7,3.7,,82.0,2.9,,1010.2,
2023-07-02,21.8,17.7,29.9,28.6,,348.0,2.5,,1010.0,
2023-07-03,22.0,16.8,29.1,7.5,,322.0,3.0,,1009.5,
2023-07-04,22.1,17.5,29.3,8.6,,354.0,2.9,,1010.1,
2023-07-05,23.4,17.4,32.0,9.2,,355.0,3.5,,1009.7,
2023-07-06,24.1,18.5,31.5,0.1,,345.0,4.8,,1008.0,
2023-07-07,23.4,18.9,30.7,3.8,,11.0,3.3,,1006.9,
2023-07-08,23.1,17.5,31.1,5.7,,346.0,4.2,,1008.4,
2023-07-09,22.9,18.4,29.8,2.0,,346.0,3.0,,1009.4,
2023-07-10,23.2,18.5,29.8,1.2,,48.0,3.9,,1009.8,
2023-07-11,22.3,17.6,28.5,19.0,,11.0,3.6,,1011.4,
2023-07-12,22.9,16.9,30.9,4.8,,8.0,3.3,,1011.4,
2023-07-13,23.6,16.7,31.7,0.3,,331.0,3.6,,1009.3,
2023-07-14,23.4,16.7,30.4,0.0,,340.0,3.3,,1008.8,
2023-07-15,23.4,16.1,31.9,0.0,,337.0,3.0,,1009.7,
2023-07-16,24.7,17.8,31.4,0.0,,330.0,3.1,,1009.0,
2023-07-17,24.4,17.7,31.9,0.1,,16.0,4.4,,1009.3,
2023-07-18,23.5,17.6,30.6,8.8,,53.0,2.9,,1011.4,
2023-07-19,23.0,17.0,31.5,2.8,,346.0,2.7,,1012.5,
2023-07-20,23.2,17.6,30.9,0.0,,10.0,2.6,,1011.9,
2023-07-21,23.5,17.8,30.3,9.4,,40.0,3.9,,1009.8,
2023-07-22,23.0,16.3,30.1,0.5,,357.0,3.7,,1009.3,
2023-07-23,21.2,16.3,26.7,1.2,,336.0,2.3,,1011.5,
2023-07-24,22.4,16.0,28.4,11.0,,18.0,3.6,,1012.6,
2023-07-25,20.8,18.5,25.3,17.9,,29.0,3.8,,1014.2,
2023-07-26,20.7,16.9,27.9,38.6,,50.0,3.3,,1014.1,
2023-07-27,21.3,16.1,27.9,3.4,,351.0,3.3,,1013.3,
2023-07-28,20.9,15.9,27.3,4.4,,313.0,3.4,,1012.7,
2023-07-29,21.4,14.9,28.7,0.0,,159.0,3.6,,1013.5,
2023-07-30,22.6,15.9,29.7,0.4,,54.0,2.0,,1012.5,
2023-07-31,23.1,18.4,29.4,1.6,,12.0,3.6,,1012.0,
2023-08-01,23.0,17.1,29.7,0.2,,350.0,3.4,,1012.4,
2023-08-02,23.8,18.9,30.2,0.5,,348.0,4.9,,1010.6,
2023-08-03,22.8,16.4,29.9,0.4,,338.0,4.3,,1010.6,
2023-08-04,21.3,16.3,27.3,6.7,,20.0,2.4,,1010.6,
2023-08-05,20.8,17.5,25.4,2.6,,98.0,2.9,,1012.6,
2023-08-06,21.2,16.7,26.1,17.7,,333.0,2.6,,1014.0,
2023-08-07,23.0,17.6,30.2,0.2,,338.0,4.3,,1013.7,
2023-08-08,23.8,16.9,31.3,2.6,,343.0,4.0,,1011.8,
2023-08-09,21.7,17.8,26.7,7.3,,268.0,4.8,,1011.7,
2023-08-10,22.2,17.4,28.4,0.6,,274.0,3.8,,1011.5,
2023-08-11,21.6,17.0,27.4,6.1,,312.0,3.5,,1011.7,
2023-08-12,22.8,17.9,29.4,0.5,,333.0,4.2,,1011.4,
2023-08-13,23.3,18.0,31.8,0.0,,39.0,4.1,,1010.3,
2023-08-14,23.0,18.4,29.4,3.3,,75.0,3.5,,1010.0,
2023-08-15,22.6,18.1,28.9,0.0,,68.0,3.4,,1010.5,
2023-08-16,23.0,17.2,28.2,0.0,,83.0,4.6,,1009.9,
2023-08-17,21.8,18.7,26.1,1.5,,88.0,3.9,,1009.9,
2023-08-18,20.8,18.3,26.4,11.6,,84.0,3.0,,1011.0,
2023-08-19,20.9,18.1,27.7,10.5,,17.0,3.8,,1011.2,
2023-08-20,19.6,16.8,23.7,12.7,,359.0,2.0,,1012.4,
2023-08-21,20.6,14.7,26.4,5.0,,107.0,3.2,,1011.2,
2023-08-22,21.7,15.9,28.1,0.0,,62.0,2.8,,1008.5,
2023-08-23,22.5,17.4,28.1,1.3,,8.0,3.8,,1007.5,
2023-08-24,22.6,17.4,28.7,10.0,,34.0,3.9,,1008.6,
2023-08-25,21.5,15.0,28.5,3.1,,72.0,3.1,,1009.7,
2023-08-26,21.3,16.5,26.1,3.6,,357.0,3.9,,1009.4,
2023-08-27,22.1,17.6,28.1,2.0,,19.0,3.0,,1007.9,
2023-08-28,21.2,17.6,27.9,16.6,,26.0,3.6,,1008.6,
2023-08-29,22.0,16.3,28.9,2.8,,16.0,3.0,,1009.2,
2023-08-30,21.5,17.7,27.9,2.1,,312.0,3.9,,1009.0,
2023-08-31,21.1,17.5,28.3,4.3,,21.0,4.1,,1010.5,
2023-09-01,20.6,17.3,26.7,14.0,,333.0,3.0,,1012.1,
2023-09-02,21.7,17.1,28.5,2.1,,346.0,3.1,,1012.0,
2023-09-03,23.4,17.4,30.3,0.0,,344.0,2.6,,1010.3,
2023-09-04,22.3,17.9,29.0,15.0,,2.0,3.2,,1008.3,
2023-09-05,23.0,17.9,29.7,1.1,,5.0,2.9,,1008.1,
2023-09-06,22.4,17.4,28.7,3.2,,3.0,2.7,,1009.5,
2023-09-07,20.9,16.9,27.5,2.4,,358.0,3.5,,1011.4,
2023-09-08,22.1,17.5,29.0,3.3,,353.0,3.7,,1010.9,
2023-09-09,21.4,14.7,28.3,0.0,,8.0,3.2,,1011.3,
2023-09-10,22.6,16.6,30.1,0.0,,39.0,3.2,,1010.8,
2023-09-11,22.1,15.8,29.8,0.0,,342.0,3.5,,1011.1,
2023-09-12,23.0,17.0,30.4,0.0,,1.0,3.1,,1009.7,
2023-09-13,22.8,18.1,29.9,0.0,,333.0,3.5,,1009.4,
2023-09-14,23.0,17.9,30.4,0.0,,331.0,3.8,,1008.5,
2023-09-15,23.3,19.1,30.3,0.0,,0.0,3.4,,1007.9,
2023-09-16,21.7,16.9,27.2,5.2,,353.0,2.9,,1009.9,
2023-09-17,21.0,15.9,27.0,8.2,,355.0,2.4,,1011.6,
2023-09-18,21.5,16.7,28.2,6.2,,3.0,2.9,,1011.4,
2023-09-19,22.6,18.1,29.3,0.0,,359.0,2.9,,1009.0,
2023-09-20,22.3,17.3,28.6,0.2,,352.0,3.2,,1008.6,
2023-09-21,23.1,18.9,29.9,0.0,,348.0,2.9,,1008.7,
2023-09-22,23.4,19.0,30.0,0.0,,1.0,3.4,,1008.6,
2023-09-23,23.7,18.9,30.9,0.0,,351.0,2.5,,1008.1,
2023-09-24,24.1,19.2,31.5,0.1,,309.0,3.5,,1007.8,
2023-09-25,23.7,17.5,31.0,1.6,,346.0,2.9,,1008.3,
2023-09-26,22.6,14.3,29.4,0.0,,37.0,2.9,,1010.2,
2023-09-27,23.3,18.2,30.4,0.0,,358.0,3.4,,1009.3,
2023-09-28,22.6,18.7,29.6,0.0,,314.0,4.0,,1008.0,
2023-09-29,23.2,18.4,29.7,0.3,,42.0,3.0,,1007.6,
2023-09-30,21.6,18.7,29.6,0.2,,348.0,2.6,,1009.1,
2023-10-01,22.6,17.3,29.7,0.2,,312.0,3.0,,1009.3,
2023-10-02,22.3,17.6,29.3,0.0,,356.0,3.2,,1008.8,
2023-10-03,22.6,17.4,29.1,0.5,,5.0,2.6,,1007.5,
2023-10-04,20.5,16.5,25.5,7.9,,354.0,2.0,,1008.8,
2023-10-05,21.8,16.8,29.0,0.1,,1.0,2.1,,1009.0,
2023-10-06,22.5,18.5,28.9,1.9,,37.0,3.1,,1008.1,
2023-10-07,21.1,18.4,25.4,14.8,,58.0,2.9,,1009.2,
2023-10-08,19.8,16.3,24.1,1.0,,83.0,2.8,,1011.0,
2023-10-09,19.1,15.4,23.1,0.0,,49.0,2.1,,1008.6,
2023-10-10,19.2,16.9,23.0,21.6,,93.0,2.8,,1004.7,
2023-10-11,19.7,15.1,24.3,18.2,,228.0,4.3,,1004.3,
2023-10-12,20.1,15.5,25.5,0.6,,276.0,3.4,,1006.3,
2023-10-13,20.6,16.1,27.3,0.0,,322.0,3.0,,1008.0,
2023-10-14,20.7,16.2,28.1,5.5,,357.0,2.8,,1009.7,
2023-10-15,21.6,17.1,27.7,13.9,,48.0,2.7,,1011.5,
2023-10-16,20.6,14.9,27.4,0.1,,58.0,3.3,,1012.9,
2023-10-17,18.4,11.4,25.7,0.0,,45.0,2.0,,1012.5,
2023-10-18,16.3,10.2,21.9,0.0,,341.0,1.2,,1012.0,
2023-10-19,17.9,14.2,22.9,0.7,,78.0,2.8,,1011.6,
2023-10-20,19.1,11.9,25.7,0.0,,100.0,3.2,,1011.4,
2023-10-21,20.5,16.3,25.9,0.3,,74.0,1.9,,1008.9,
2023-10-22,20.4,13.9,27.7,0.3,,285.0,2.5,,1008.9,
2023-10-23,18.5,11.0,26.9,0.0,,316.0,3.1,,1009.1,
2023-10-24,18.8,11.7,26.5,0.0,,308.0,2.3,,1009.4,
2023-10-25,19.4,13.3,27.3,0.0,,290.0,2.9,,1009.4,
2023-10-26,20.8,15.5,27.9,0.0,,337.0,2.9,,1008.7,
2023-10-27,21.4,17.6,27.1,10.3,,15.0,2.5,,1008.8,
2023-10-28,20.9,15.9,27.5,0.2,,44.0,2.4,,1009.6,
2023-10-29,21.5,16.3,28.2,0.0,,334.0,2.7,,1007.8,
2023-10-30,20.7,17.1,27.7,0.4,,346.0,2.5,,1007.7,
2023-10-31,20.4,15.8,26.3,11.5,,17.0,2.1,,1009.3,
2023-11-01,19.3,15.1,25.1,0.0,,28.0,3.1,,1011.9,
2023-11-02,18.6,12.0,26.7,0.0,,43.0,2.3,,1013.8,
2023-11-03,19.5,12.7,28.3,0.0,,0.0,1.9,,1012.8,
2023-11-04,19.0,11.3,28.4,0.0,,18.0,2.6,,1013.0,
2023-11-05,17.4,8.9,27.9,0.0,,15.0,1.2,,1012.9,
2023-11-06,17.6,8.5,28.3,0.0,,5.0,1.8,,1012.3,
2023-11-07,19.8,10.9,29.5,0.0,,332.0,2.1,,1011.2,
2023-11-08,21.5,15.1,29.5,0.0,,314.0,2.8,,1009.3,
2023-11-09,21.6,17.9,27.5,1.9,,276.0,3.8,,1008.3,
2023-11-10,19.4,15.8,25.8,3.3,,300.0,2.5,,1009.4,
2023-11-11,20.1,15.7,27.1,6.2,,336.0,2.9,,1010.3,
2023-11-12,19.9,15.9,25.7,0.4,,20.0,2.3,,1011.0,
2023-11-13,19.3,13.3,26.7,0.0,,3.0,1.9,,1012.7,
2023-11-14,19.9,14.1,27.5,0.0,,31.0,2.3,,1012.3,
2023-11-15,19.8,12.5,28.3,0.0,,16.0,2.2,,1011.9,
2023-11-16,19.6,12.8,28.4,0.0,,348.0,2.7,,1010.7,
2023-11-17,19.5,12.8,28.4,0.0,,349.0,2.3,,1010.6,
2023-11-18,19.6,12.1,29.4,0.0,,350.0,2.3,,1010.9,
2023-11-19,19.0,12.1,29.1,0.0,,319.0,2.4,,1011.1,
2023-11-20,19.7,14.8,26.7,0.0,,334.0,3.6,,1010.0,
2023-11-21,19.3,14.1,25.9,0.0,,310.0,2.4,,1009.3,
2023-11-22,16.3,14.0,18.7,15.3,,39.0,2.9,,1009.6,
2023-11-23,16.8,12.0,24.4,0.8,,275.0,2.6,,1011.4,
2023-11-24,14.4,6.9,24.3,0.0,,335.0,1.9,,1014.9,
2023-11-25,14.9,5.9,26.3,0.0,,351.0,1.8,,1014.5,
2023-11-26,15.4,7.1,26.6,0.0,,330.0,1.7,,1014.1,
2023-11-27,15.5,12.6,19.4,1.6,,353.0,1.1,,1015.6,
2023-11-28,17.9,12.5,25.1,0.0,,20.0,1.7,,1015.7,
2023-11-29,16.9,11.9,25.4,0.9,,330.0,2.0,,1013.5,
2023-11-30,17.7,12.5,25.3,0.7,,305.0,2.5,,1011.1,
2023-12-01,16.6,11.1,24.1,0.0,,265.0,2.2,,1012.3,
2023-12-02,16.6,11.7,24.4,0.6,,329.0,2.2,,1013.3,
2023-12-03,15.5,13.4,17.8,3.9,,4.0,0.8,,1014.6,
2023-12-04,14.5,13.3,15.5,14.7,,36.0,1.8,,1017.2,
2023-12-05,15.7,12.4,22.2,2.0,,69.0,2.3,,1018.1,
2023-12-06,16.6,12.5,23.4,9.0,,27.0,2.5,,1017.5,
2023-12-07,15.0,13.3,18.5,17.8,,43.0,2.0,,1016.6,
2023-12-08,15.3,9.7,23.3,0.0,,308.0,2.0,,1015.2,
2023-12-09,16.7,10.7,24.5,0.0,,337.0,2.1,,1013.8,
2023-12-10,15.8,8.9,24.5,0.3,,42.0,2.1,,1014.6,
2023-12-11,14.8,11.2,19.0,3.8,,54.0,3.0,,1015.2,
2023-12-12,13.3,6.4,21.9,0.0,,1.0,1.5,,1016.9,
2023-12-13,13.7,8.9,20.4,0.0,,32.0,1.8,,1016.9,
2023-12-14,15.8,11.8,20.9,0.0,,32.0,2.2,,1015.9,
2023-12-15,16.8,12.7,24.2,0.0,,1.0,1.7,,1013.1,
2023-12-16,16.7,11.0,24.6,0.0,,42.0,3.0,,1014.0,
2023-12-17,15.2,10.1,23.7,0.0,,12.0,2.1,,1015.4,
2023-12-18,14.5,7.2,24.9,0.0,,5.0,1.5,,1015.4,
2023-12-19,14.3,6.2,24.6,0.0,,330.0,1.5,,1014.7,
2023-12-20,15.8,8.8,24.6,0.0,,325.0,2.4,,1013.0,
2023-12-21,15.8,9.9,25.0,0.0,,282.0,1.6,,1013.7,
2023-12-22,15.0,11.1,21.9,0.4,,10.0,2.1,,1014.6,
2023-12-23,15.5,9.7,22.7,2.9,,339.0,3.0,,1013.5,
2023-12-24,15.0,9.8,21.3,0.0,,305.0,3.1,,1013.4,
2023-12-25,13.7,9.0,19.5,0.0,,282.0,3.3,,1014.5,
2023-12-26,14.0,10.9,18.3,1.2,,350.0,2.0,,1013.9,
2023-12-27,13.8,8.0,22.8,0.0,,330.0,2.7,,1014.5,
2023-12-28,12.2,4.7,21.9,0.0,,349.0,2.0,,1016.2,
2023-12-29,12.2,4.3,22.9,0.0,,350.0,2.5,,1016.0,
2023-12-30,12.2,5.7,21.8,0.0,,57.0,3.1,,1018.7,
2023-12-31,12.4,4.6,22.8,0.0,,315.0,2.8,,1018.5,
