,Unnamed: 0,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max
0,0,2000-01-01 00:00:00+00:00,24.9135,11.9135,18.123919,0.0,0.0,0.0,0.0,8.78872
1,1,2000-01-02 00:00:00+00:00,24.563501,12.6635,18.005167,0.0,0.0,0.0,0.0,9.255571
2,2,2000-01-03 00:00:00+00:00,24.963501,13.1135,18.094751,0.0,0.0,0.0,0.0,8.825508
3,3,2000-01-04 00:00:00+00:00,24.3635,9.763499,17.95725,0.0,0.0,0.0,0.0,9.422101
4,4,2000-01-05 00:00:00+00:00,23.2635,8.7135,16.242666,0.0,0.0,0.0,0.0,8.217153
5,5,2000-01-06 00:00:00+00:00,23.5135,12.6135,17.373915,0.0,0.0,0.0,0.0,10.182337
6,6,2000-01-07 00:00:00+00:00,23.1635,11.1135,16.992668,0.0,0.0,0.0,0.0,10.1376915
7,7,2000-01-08 00:00:00+00:00,23.6135,12.4135,17.623919,0.0,0.0,0.0,0.0,7.5685663
8,8,2000-01-09 00:00:00+00:00,23.3635,12.513499,17.217665,0.0,0.0,0.0,0.0,9.746631
9,9,2000-01-10 00:00:00+00:00,24.2635,9.7135,17.430166,0.0,0.0,0.0,0.0,7.289444
10,10,2000-01-11 00:00:00+00:00,25.1135,10.763499,18.234335,0.0,0.0,0.0,0.0,6.2145634
11,11,2000-01-12 00:00:00+00:00,25.9135,11.4635,18.601002,0.0,0.0,0.0,0.0,8.12197
12,12,2000-01-13 00:00:00+00:00,26.6635,9.763499,18.744751,0.0,0.0,0.0,0.0,12.144331
13,13,2000-01-14 00:00:00+00:00,24.4135,11.1635,16.765583,0.0,0.0,0.0,0.0,19.296133
14,14,2000-01-15 00:00:00+00:00,22.313501,9.8635,15.388499,0.0,0.0,0.0,0.0,16.62249
15,15,2000-01-16 00:00:00+00:00,22.6135,8.813499,15.661415,0.0,0.0,0.0,0.0,11.720751
16,16,2000-01-17 00:00:00+00:00,21.713501,9.563499,15.286418,0.0,0.0,0.0,0.0,11.27553
17,17,2000-01-18 00:00:00+00:00,21.9135,6.5635,14.332252,0.0,0.0,0.0,0.0,9.793058
18,18,2000-01-19 00:00:00+00:00,21.963501,6.2635,14.042667,0.0,0.0,0.0,0.0,7.6367526
19,19,2000-01-20 00:00:00+00:00,23.1135,9.6135,15.619751,0.0,0.0,0.0,0.0,9.227524
20,20,2000-01-21 00:00:00+00:00,22.713501,8.6635,16.046833,0.0,0.0,0.0,0.0,9.19939
21,21,2000-01-22 00:00:00+00:00,23.463501,11.3635,16.732248,0.0,0.0,0.0,0.0,9.387651
22,22,2000-01-23 00:00:00+00:00,25.1635,10.813499,16.673918,0.0,0.0,0.0,0.0,9.779817
23,23,2000-01-24 00:00:00+00:00,25.463501,9.763499,17.684334,0.0,0.0,0.0,0.0,8.287822
24,24,2000-01-25 00:00:00+00:00,26.463501,11.563499,18.798918,0.0,0.0,0.0,0.0,7.0911775
25,25,2000-01-26 00:00:00+00:00,26.5135,12.513499,18.711416,0.0,0.0,0.0,0.0,9.746631
26,26,2000-01-27 00:00:00+00:00,25.463501,11.9635,18.007252,0.0,0.0,0.0,0.0,11.440978
27,27,2000-01-28 00:00:00+00:00,25.6135,11.7135,17.88642,0.0,0.0,0.0,0.0,9.0645685
28,28,2000-01-29 00:00:00+00:00,25.463501,12.1635,18.065584,0.0,0.0,0.0,0.0,12.287555
29,29,2000-01-30 00:00:00+00:00,24.963501,11.8635,17.730167,0.0,0.0,0.0,0.0,12.015589
30,30,2000-01-31 00:00:00+00:00,25.3635,11.763499,17.544748,0.0,0.0,0.0,0.0,11.609651
31,31,2000-02-01 00:00:00+00:00,24.7635,11.9135,17.675997,0.0,0.0,0.0,0.0,14.003029
32,32,2000-02-02 00:00:00+00:00,24.0135,11.813499,17.173914,0.0,0.0,0.0,0.0,13.708391
33,33,2000-02-03 00:00:00+00:00,22.213501,11.1635,16.336416,0.0,0.0,0.0,0.0,10.137692
34,34,2000-02-04 00:00:00+00:00,23.6135,5.9135003,14.776001,0.0,0.0,0.0,0.0,9.0
35,35,2000-02-05 00:00:00+00:00,23.0135,8.063499,15.790582,0.0,0.0,0.0,0.0,11.252519
36,36,2000-02-06 00:00:00+00:00,23.8635,9.063499,16.836416,0.0,0.0,0.0,0.0,8.654986
37,37,2000-02-07 00:00:00+00:00,26.063501,11.2135,18.028084,0.0,0.0,0.0,0.0,9.779817
38,38,2000-02-08 00:00:00+00:00,24.6635,10.6135,17.50308,0.0,0.0,0.0,0.0,16.394829
39,39,2000-02-09 00:00:00+00:00,24.3635,8.813499,16.611418,0.0,0.0,0.0,0.0,10.594036
40,40,2000-02-10 00:00:00+00:00,25.963501,11.9135,18.303083,0.0,0.0,0.0,0.0,5.154415
41,41,2000-02-11 00:00:00+00:00,26.6135,12.063499,18.4385,0.0,0.0,0.0,0.0,10.739833
42,42,2000-02-12 00:00:00+00:00,26.9135,12.813499,19.013498,0.0,0.0,0.0,0.0,9.746631
43,43,2000-02-13 00:00:00+00:00,26.7635,13.2135,19.255167,0.0,0.0,0.0,0.0,9.605998
44,44,2000-02-14 00:00:00+00:00,27.963501,11.6135,19.163498,0.0,0.0,0.0,0.0,8.905908
45,45,2000-02-15 00:00:00+00:00,27.4135,13.013499,19.9885,0.0,0.0,0.0,0.0,11.165805
46,46,2000-02-16 00:00:00+00:00,27.1635,14.4635,20.298916,0.0,0.0,0.0,0.0,10.182337
47,47,2000-02-17 00:00:00+00:00,27.063501,14.2135,20.051003,0.0,0.0,0.0,0.0,10.495713
48,48,2000-02-18 00:00:00+00:00,25.563501,12.9135,19.203083,0.0,0.0,0.0,0.0,10.787993
49,49,2000-02-19 00:00:00+00:00,27.063501,14.063499,19.515583,0.0,0.0,0.0,0.0,8.654986
50,50,2000-02-20 00:00:00+00:00,25.313501,13.6135,19.31975,0.0,0.0,0.0,0.0,14.440443
51,51,2000-02-21 00:00:00+00:00,24.213501,13.513499,18.803082,0.0,0.0,0.0,0.0,10.086427
52,52,2000-02-22 00:00:00+00:00,25.9135,13.263499,19.259333,0.0,0.0,0.0,0.0,8.766573
53,53,2000-02-23 00:00:00+00:00,27.3635,12.763499,19.230165,0.0,0.0,0.0,0.0,9.0
54,54,2000-02-24 00:00:00+00:00,27.1635,15.1135,20.305166,1.0,1.0,0.0,2.0,15.072783
55,55,2000-02-25 00:00:00+00:00,26.4135,13.513499,19.157251,0.0,0.0,0.0,0.0,12.55879
56,56,2000-02-26 00:00:00+00:00,27.9135,12.9635,19.744751,0.0,0.0,0.0,0.0,10.365251
57,57,2000-02-27 00:00:00+00:00,26.313501,13.6135,19.59475,0.0,0.0,0.0,0.0,11.212135
58,58,2000-02-28 00:00:00+00:00,25.6135,11.3635,18.242666,0.2,0.2,0.0,1.0,12.015589
59,59,2000-02-29 00:00:00+00:00,26.4135,14.313499,19.103083,0.0,0.0,0.0,0.0,12.261157
60,60,2000-03-01 00:00:00+00:00,27.463501,14.8635,20.407251,0.0,0.0,0.0,0.0,10.182337
61,61,2000-03-02 00:00:00+00:00,27.813501,15.3635,20.794752,0.0,0.0,0.0,0.0,11.525623
62,62,2000-03-03 00:00:00+00:00,27.5135,13.6635,20.36975,0.0,0.0,0.0,0.0,10.823973
63,63,2000-03-04 00:00:00+00:00,26.3635,14.563499,19.948917,2.9,2.9,0.0,2.0,14.529915
64,64,2000-03-05 00:00:00+00:00,24.8635,13.4635,17.611418,0.2,0.2,0.0,1.0,15.815435
65,65,2000-03-06 00:00:00+00:00,25.213501,13.9635,18.384335,0.6,0.6,0.0,1.0,14.830076
66,66,2000-03-07 00:00:00+00:00,25.9135,14.513499,19.021835,0.0,0.0,0.0,0.0,14.799459
67,67,2000-03-08 00:00:00+00:00,26.1135,13.4635,19.146833,0.0,0.0,0.0,0.0,13.849477
68,68,2000-03-09 00:00:00+00:00,28.213501,14.513499,20.323917,0.0,0.0,0.0,0.0,10.308831
69,69,2000-03-10 00:00:00+00:00,28.5135,15.313499,21.046835,0.0,0.0,0.0,0.0,13.32
70,70,2000-03-11 00:00:00+00:00,28.1635,13.813499,20.686419,0.0,0.0,0.0,0.0,10.685391
71,71,2000-03-12 00:00:00+00:00,27.1135,11.1635,19.478083,0.0,0.0,0.0,0.0,15.315873
72,72,2000-03-13 00:00:00+00:00,26.6135,13.1135,19.140585,0.0,0.0,0.0,0.0,14.512064
73,73,2000-03-14 00:00:00+00:00,26.1635,13.013499,18.948917,0.0,0.0,0.0,0.0,19.09358
74,74,2000-03-15 00:00:00+00:00,24.6135,12.313499,17.665583,0.0,0.0,0.0,0.0,18.075441
75,75,2000-03-16 00:00:00+00:00,25.1635,11.513499,17.280165,0.0,0.0,0.0,0.0,13.18308
76,76,2000-03-17 00:00:00+00:00,27.963501,12.7135,18.980167,0.0,0.0,0.0,0.0,10.383987
77,77,2000-03-18 00:00:00+00:00,27.5135,13.6135,20.138502,0.0,0.0,0.0,0.0,14.417988
78,78,2000-03-19 00:00:00+00:00,27.6635,13.763499,20.06975,0.0,0.0,0.0,0.0,11.013882
79,79,2000-03-20 00:00:00+00:00,27.9135,13.563499,20.428085,0.0,0.0,0.0,0.0,19.878391
80,80,2000-03-21 00:00:00+00:00,28.463501,12.6135,20.067665,0.0,0.0,0.0,0.0,17.283749
81,81,2000-03-22 00:00:00+00:00,28.463501,14.1135,20.692665,0.0,0.0,0.0,0.0,12.387348
82,82,2000-03-23 00:00:00+00:00,28.6635,14.4635,20.923918,0.0,0.0,0.0,0.0,10.182337
83,83,2000-03-24 00:00:00+00:00,28.963501,15.1635,21.453085,0.0,0.0,0.0,0.0,12.979984
84,84,2000-03-25 00:00:00+00:00,29.963501,15.313499,21.769753,0.0,0.0,0.0,0.0,10.495713
85,85,2000-03-26 00:00:00+00:00,30.6135,15.4635,22.642668,0.0,0.0,0.0,0.0,10.390226
86,86,2000-03-27 00:00:00+00:00,30.4135,15.7135,22.778082,0.0,0.0,0.0,0.0,13.797912
87,87,2000-03-28 00:00:00+00:00,29.9135,15.013499,22.642668,0.0,0.0,0.0,0.0,14.118243
88,88,2000-03-29 00:00:00+00:00,29.2635,14.763499,21.773918,0.0,0.0,0.0,0.0,13.684735
89,89,2000-03-30 00:00:00+00:00,30.9135,15.013499,22.300997,0.0,0.0,0.0,0.0,9.793059
90,90,2000-03-31 00:00:00+00:00,30.5135,16.5135,22.861418,0.0,0.0,0.0,0.0,18.0
91,91,2000-04-01 00:00:00+00:00,29.1635,15.9635,22.113503,0.0,0.0,0.0,0.0,19.09358
92,92,2000-04-02 00:00:00+00:00,28.463501,15.6135,21.348915,0.0,0.0,0.0,0.0,17.10284
93,93,2000-04-03 00:00:00+00:00,28.9135,15.013499,21.055168,0.0,0.0,0.0,0.0,15.807239
94,94,2000-04-04 00:00:00+00:00,27.813501,14.4135,20.986416,0.0,0.0,0.0,0.0,18.751125
95,95,2000-04-05 00:00:00+00:00,28.463501,13.7135,20.884336,0.0,0.0,0.0,0.0,8.311245
96,96,2000-04-06 00:00:00+00:00,29.563501,14.6135,22.173918,0.0,0.0,0.0,0.0,13.363711
97,97,2000-04-07 00:00:00+00:00,30.463501,13.7135,21.811419,0.0,0.0,0.0,0.0,14.386494
98,98,2000-04-08 00:00:00+00:00,31.713501,14.2135,22.907251,0.0,0.0,0.0,0.0,11.841756
99,99,2000-04-09 00:00:00+00:00,30.313501,14.7135,21.88017,0.0,0.0,0.0,0.0,14.77755
100,100,2000-04-10 00:00:00+00:00,29.313501,15.513499,22.3635,0.0,0.0,0.0,0.0,13.281023
101,101,2000-04-11 00:00:00+00:00,28.1635,15.1635,21.607252,0.0,0.0,0.0,0.0,16.45007
102,102,2000-04-12 00:00:00+00:00,28.3635,14.563499,21.380167,0.0,0.0,0.0,0.0,14.88242
103,103,2000-04-13 00:00:00+00:00,28.7635,14.7135,21.561417,0.0,0.0,0.0,0.0,14.05845
104,104,2000-04-14 00:00:00+00:00,29.7635,14.313499,22.173918,0.0,0.0,0.0,0.0,13.75558
105,105,2000-04-15 00:00:00+00:00,29.463501,15.6635,22.096834,0.0,0.0,0.0,0.0,15.042659
106,106,2000-04-16 00:00:00+00:00,30.563501,14.513499,21.973917,0.0,0.0,0.0,0.0,12.496718
107,107,2000-04-17 00:00:00+00:00,31.8635,16.313501,23.492668,0.0,0.0,0.0,0.0,12.313893
108,108,2000-04-18 00:00:00+00:00,32.413498,17.713501,24.717672,0.0,0.0,0.0,0.0,13.979871
109,109,2000-04-19 00:00:00+00:00,32.6135,17.6135,24.365585,0.2,0.2,0.0,1.0,13.324863
110,110,2000-04-20 00:00:00+00:00,33.913498,17.7635,25.086418,0.0,0.0,0.0,0.0,15.158522
111,111,2000-04-21 00:00:00+00:00,32.7635,16.963501,24.769753,0.0,0.0,0.0,0.0,16.055353
112,112,2000-04-22 00:00:00+00:00,32.1135,16.7635,24.69267,0.0,0.0,0.0,0.0,16.263872
113,113,2000-04-23 00:00:00+00:00,32.0635,16.563501,24.36142,0.0,0.0,0.0,0.0,16.79314
114,114,2000-04-24 00:00:00+00:00,32.5135,15.7135,23.88225,0.0,0.0,0.0,0.0,17.429354
115,115,2000-04-25 00:00:00+00:00,32.713497,17.463501,24.796835,0.0,0.0,0.0,0.0,13.722565
116,116,2000-04-26 00:00:00+00:00,32.8135,17.9135,25.157251,0.0,0.0,0.0,0.0,12.324414
117,117,2000-04-27 00:00:00+00:00,32.713497,17.6635,24.805168,0.0,0.0,0.0,0.0,12.768586
118,118,2000-04-28 00:00:00+00:00,31.9135,18.563501,25.046835,0.0,0.0,0.0,0.0,15.5843
119,119,2000-04-29 00:00:00+00:00,31.2635,18.313501,24.773918,0.0,0.0,0.0,0.0,13.70839
120,120,2000-04-30 00:00:00+00:00,31.6635,17.963501,24.488497,0.0,0.0,0.0,0.0,14.57889
121,121,2000-05-01 00:00:00+00:00,31.8635,17.713501,24.315584,0.0,0.0,0.0,0.0,16.516901
122,122,2000-05-02 00:00:00+00:00,30.713501,16.9135,23.64475,0.0,0.0,0.0,0.0,15.328561
123,123,2000-05-03 00:00:00+00:00,30.2635,16.563501,23.219751,0.0,0.0,0.0,0.0,14.20062
124,124,2000-05-04 00:00:00+00:00,30.4135,15.313499,23.211418,0.0,0.0,0.0,0.0,16.766108
125,125,2000-05-05 00:00:00+00:00,30.2635,15.813499,23.57392,0.0,0.0,0.0,0.0,15.725037
126,126,2000-05-06 00:00:00+00:00,29.8635,17.463501,22.842667,0.2,0.2,0.0,1.0,18.668005
127,127,2000-05-07 00:00:00+00:00,29.813501,17.813501,23.286417,0.0,0.0,0.0,0.0,13.779114
128,128,2000-05-08 00:00:00+00:00,30.313501,16.813501,23.669748,0.0,0.0,0.0,0.0,16.516901
129,129,2000-05-09 00:00:00+00:00,30.713501,15.313499,23.109331,0.0,0.0,0.0,0.0,17.76081
130,130,2000-05-10 00:00:00+00:00,31.713501,17.5135,24.08225,0.0,0.0,0.0,0.0,15.158522
131,131,2000-05-11 00:00:00+00:00,32.1135,16.8635,24.434336,0.0,0.0,0.0,0.0,16.981165
132,132,2000-05-12 00:00:00+00:00,31.8635,15.8635,23.859335,0.0,0.0,0.0,0.0,17.651016
133,133,2000-05-13 00:00:00+00:00,32.8135,17.7635,24.707247,0.0,0.0,0.0,0.0,14.830076
134,134,2000-05-14 00:00:00+00:00,32.0135,17.713501,24.898918,0.0,0.0,0.0,0.0,15.463244
135,135,2000-05-15 00:00:00+00:00,31.463501,17.1635,24.023916,1.0,1.0,0.0,2.0,15.815435
136,136,2000-05-16 00:00:00+00:00,31.813501,16.2635,24.036417,0.0,0.0,0.0,0.0,10.538843
137,137,2000-05-17 00:00:00+00:00,31.463501,16.813501,24.384333,0.0,0.0,0.0,0.0,11.113451
138,138,2000-05-18 00:00:00+00:00,31.1635,16.4135,24.103086,0.0,0.0,0.0,0.0,18.486622
139,139,2000-05-19 00:00:00+00:00,32.213497,16.563501,24.29267,0.0,0.0,0.0,0.0,17.654686
140,140,2000-05-20 00:00:00+00:00,31.563501,17.463501,24.357248,0.0,0.0,0.0,0.0,18.25026
141,141,2000-05-21 00:00:00+00:00,31.713501,18.1635,24.682253,0.0,0.0,0.0,0.0,15.496736
142,142,2000-05-22 00:00:00+00:00,29.813501,18.1635,23.780167,2.6999998,2.6999998,0.0,2.0,10.587917
143,143,2000-05-23 00:00:00+00:00,28.1135,16.8635,21.842669,2.8,2.8,0.0,5.0,9.028754
144,144,2000-05-24 00:00:00+00:00,27.963501,17.9135,22.342669,1.0,1.0,0.0,1.0,11.988594
145,145,2000-05-25 00:00:00+00:00,29.2635,17.6135,22.14475,0.1,0.1,0.0,1.0,14.4
146,146,2000-05-26 00:00:00+00:00,28.213501,17.463501,22.00725,2.3,2.3,0.0,3.0,13.684735
147,147,2000-05-27 00:00:00+00:00,26.7635,17.8635,21.33433,4.8,4.8,0.0,5.0,13.363711
148,148,2000-05-28 00:00:00+00:00,23.6635,16.7635,19.653086,12.999999,12.999999,0.0,17.0,11.304229
149,149,2000-05-29 00:00:00+00:00,24.8635,16.1635,19.601,5.3,5.3,0.0,11.0,9.360001
150,150,2000-05-30 00:00:00+00:00,25.463501,16.9135,20.11767,0.70000005,0.70000005,0.0,3.0,9.504273
151,151,2000-05-31 00:00:00+00:00,24.6635,16.0135,19.611418,6.7999997,6.7999997,0.0,9.0,6.162207
152,152,2000-06-01 00:00:00+00:00,22.7635,16.7635,19.438501,11.900001,11.900001,0.0,21.0,7.9526596
153,153,2000-06-02 00:00:00+00:00,25.213501,16.2635,20.223917,0.8,0.8,0.0,3.0,8.669949
154,154,2000-06-03 00:00:00+00:00,26.7635,14.9135,20.296835,4.6,4.6,0.0,5.0,11.159999
155,155,2000-06-04 00:00:00+00:00,26.1635,17.6635,21.371834,0.0,0.0,0.0,0.0,11.503113
156,156,2000-06-05 00:00:00+00:00,25.963501,17.5135,20.942667,4.5,4.5,0.0,5.0,10.8955765
157,157,2000-06-06 00:00:00+00:00,24.963501,15.513499,19.926003,3.4999998,3.4999998,0.0,5.0,10.446206
158,158,2000-06-07 00:00:00+00:00,24.813501,15.7135,19.859335,2.2,2.2,0.0,7.0,7.4128532
159,159,2000-06-08 00:00:00+00:00,24.6135,15.6135,19.476,13.9000025,13.9000025,0.0,18.0,5.634891
160,160,2000-06-09 00:00:00+00:00,24.813501,16.4135,19.453085,8.5,8.5,0.0,12.0,10.630672
161,161,2000-06-10 00:00:00+00:00,25.5135,17.213501,20.675999,0.3,0.3,0.0,1.0,9.3669195
162,162,2000-06-11 00:00:00+00:00,25.063501,17.313501,20.886417,0.6,0.6,0.0,3.0,9.511088
163,163,2000-06-12 00:00:00+00:00,23.7635,16.713501,19.351002,17.5,17.5,0.0,17.0,9.9571085
164,164,2000-06-13 00:00:00+00:00,24.7635,15.913499,19.340582,15.5,15.5,0.0,13.0,10.8955765
165,165,2000-06-14 00:00:00+00:00,20.813501,16.313501,18.340584,3.7000003,3.7000003,0.0,12.0,10.24578
166,166,2000-06-15 00:00:00+00:00,20.4135,15.813499,17.803083,12.3,12.3,0.0,22.0,7.7043357
167,167,2000-06-16 00:00:00+00:00,25.9135,14.6135,19.505167,0.9,0.9,0.0,3.0,10.829959
168,168,2000-06-17 00:00:00+00:00,26.7635,15.563499,20.915585,0.0,0.0,0.0,0.0,10.495713
169,169,2000-06-18 00:00:00+00:00,26.213501,16.7635,21.192667,0.0,0.0,0.0,0.0,9.686609
170,170,2000-06-19 00:00:00+00:00,25.1635,17.063501,20.253084,12.699999,12.699999,0.0,18.0,9.9571085
171,171,2000-06-20 00:00:00+00:00,24.213501,15.2135,19.348917,15.1,15.1,0.0,11.0,8.654986
172,172,2000-06-21 00:00:00+00:00,23.713501,15.013499,18.761415,11.099998,11.099998,0.0,19.0,9.885262
173,173,2000-06-22 00:00:00+00:00,22.563501,14.6135,18.301,4.3,4.3,0.0,11.0,14.917212
174,174,2000-06-23 00:00:00+00:00,24.2635,14.513499,18.955166,0.0,0.0,0.0,0.0,10.990322
175,175,2000-06-24 00:00:00+00:00,25.7635,16.9135,20.721834,0.0,0.0,0.0,0.0,6.9247384
176,176,2000-06-25 00:00:00+00:00,27.313501,17.463501,20.784334,3.4999998,3.4999998,0.0,8.0,10.495713
177,177,2000-06-26 00:00:00+00:00,26.963501,17.1135,21.442667,0.90000004,0.90000004,0.0,6.0,9.085988
178,178,2000-06-27 00:00:00+00:00,26.2635,16.6635,21.2135,4.7999997,4.7999997,0.0,5.0,9.779817
179,179,2000-06-28 00:00:00+00:00,25.063501,15.813499,20.367668,3.1,3.1,0.0,4.0,10.239453
180,180,2000-06-29 00:00:00+00:00,24.213501,17.213501,20.021833,2.3,2.3,0.0,5.0,10.390226
181,181,2000-06-30 00:00:00+00:00,25.8635,16.3635,20.623919,0.0,0.0,0.0,0.0,5.0528407
182,182,2000-07-01 00:00:00+00:00,26.2635,16.963501,20.923918,0.0,0.0,0.0,0.0,11.367109
183,183,2000-07-02 00:00:00+00:00,25.213501,17.2635,20.453083,9.8,9.8,0.0,6.0,8.669949
184,184,2000-07-03 00:00:00+00:00,24.5135,17.1135,19.969751,0.6,0.6,0.0,2.0,9.007196
185,185,2000-07-04 00:00:00+00:00,24.0135,16.9135,19.621834,6.1999993,6.1999993,0.0,8.0,12.57426
186,186,2000-07-05 00:00:00+00:00,23.713501,16.1135,18.782251,9.799999,9.799999,0.0,12.0,10.495713
187,187,2000-07-06 00:00:00+00:00,24.313501,15.1135,19.128084,0.8,0.8,0.0,3.0,6.924738
188,188,2000-07-07 00:00:00+00:00,25.6135,15.9635,20.305168,0.0,0.0,0.0,0.0,8.161764
189,189,2000-07-08 00:00:00+00:00,26.213501,15.6635,21.167667,0.0,0.0,0.0,0.0,12.371645
190,190,2000-07-09 00:00:00+00:00,27.6635,14.313499,20.526,0.9,0.9,0.0,2.0,12.144331
191,191,2000-07-10 00:00:00+00:00,26.9135,16.6635,20.853086,0.8,0.8,0.0,2.0,13.138765
192,192,2000-07-11 00:00:00+00:00,24.463501,15.8635,19.607252,4.2999997,4.2999997,0.0,7.0,8.209263
193,193,2000-07-12 00:00:00+00:00,24.813501,15.313499,19.13225,4.7999997,4.7999997,0.0,9.0,8.14587
194,194,2000-07-13 00:00:00+00:00,25.313501,14.063499,18.901003,13.000001,13.000001,0.0,9.0,8.12197
195,195,2000-07-14 00:00:00+00:00,26.713501,16.0135,21.030169,0.0,0.0,0.0,0.0,9.178235
196,196,2000-07-15 00:00:00+00:00,26.9135,16.813501,21.378088,0.2,0.2,0.0,1.0,9.255571
197,197,2000-07-16 00:00:00+00:00,27.2635,17.063501,21.198917,2.4,2.4,0.0,3.0,11.212135
198,198,2000-07-17 00:00:00+00:00,25.1635,17.5135,20.636414,2.2,2.2,0.0,5.0,8.534353
199,199,2000-07-18 00:00:00+00:00,26.1135,16.713501,20.26975,8.7,8.7,0.0,6.0,11.792404
200,200,2000-07-19 00:00:00+00:00,25.213501,16.0135,19.980165,1.7000002,1.7000002,0.0,6.0,12.031756
201,201,2000-07-20 00:00:00+00:00,24.563501,14.6635,19.10517,3.5,3.5,0.0,9.0,9.746631
202,202,2000-07-21 00:00:00+00:00,24.5135,14.6135,19.096832,2.5,2.5,0.0,3.0,8.427383
203,203,2000-07-22 00:00:00+00:00,24.563501,16.063501,19.811419,1.7,1.7,0.0,3.0,7.0911775
204,204,2000-07-23 00:00:00+00:00,25.7635,13.7135,19.390585,2.8000002,2.8000002,0.0,2.0,11.090103
205,205,2000-07-24 00:00:00+00:00,27.2635,15.313499,20.780169,0.0,0.0,0.0,0.0,13.32
206,206,2000-07-25 00:00:00+00:00,26.813501,15.763499,21.036415,0.2,0.2,0.0,1.0,8.350138
207,207,2000-07-26 00:00:00+00:00,26.563501,16.563501,20.334332,0.0,0.0,0.0,0.0,11.165805
208,208,2000-07-27 00:00:00+00:00,25.9135,15.9635,20.038498,0.4,0.4,0.0,3.0,11.983188
209,209,2000-07-28 00:00:00+00:00,23.8635,14.6135,18.361416,7.7,7.7,0.0,11.0,8.825508
210,210,2000-07-29 00:00:00+00:00,23.6635,14.4135,18.453083,3.8,3.8,0.0,5.0,8.287822
211,211,2000-07-30 00:00:00+00:00,24.6635,15.563499,19.684334,0.2,0.2,0.0,1.0,9.931042
212,212,2000-07-31 00:00:00+00:00,24.3635,14.9135,20.019749,2.2,2.2,0.0,5.0,7.208994
213,213,2000-08-01 00:00:00+00:00,23.9135,15.4135,19.151001,8.799999,8.799999,0.0,13.0,7.9932976
214,214,2000-08-02 00:00:00+00:00,24.713501,14.763499,19.415583,5.6,5.6,0.0,5.0,11.726277
215,215,2000-08-03 00:00:00+00:00,25.6135,15.6135,19.95725,1.2,1.2,0.0,3.0,10.105681
216,216,2000-08-04 00:00:00+00:00,25.2635,16.9135,19.880167,3.7999997,3.7999997,0.0,7.0,10.137692
217,217,2000-08-05 00:00:00+00:00,23.8635,14.7135,19.048916,1.6,1.6,0.0,3.0,8.647496
218,218,2000-08-06 00:00:00+00:00,24.563501,14.2135,19.680166,1.1,1.1,0.0,2.0,5.8603754
219,219,2000-08-07 00:00:00+00:00,25.2635,15.563499,19.625998,1.5000001,1.5000001,0.0,6.0,6.2145634
220,220,2000-08-08 00:00:00+00:00,26.063501,15.3635,19.876001,5.2,5.2,0.0,5.0,8.891343
221,221,2000-08-09 00:00:00+00:00,25.1635,15.9635,20.236418,3.5,3.5,0.0,6.0,15.844089
222,222,2000-08-10 00:00:00+00:00,24.463501,15.263499,19.228083,0.9,0.9,0.0,1.0,18.448023
223,223,2000-08-11 00:00:00+00:00,24.813501,13.6135,19.373917,0.1,0.1,0.0,1.0,12.661564
224,224,2000-08-12 00:00:00+00:00,24.6135,15.3635,20.201,0.1,0.1,0.0,1.0,10.495713
225,225,2000-08-13 00:00:00+00:00,24.063501,15.4635,19.392666,3.8,3.8,0.0,8.0,10.1376915
226,226,2000-08-14 00:00:00+00:00,24.1635,14.513499,18.928083,0.9,0.9,0.0,5.0,9.983106
227,227,2000-08-15 00:00:00+00:00,25.2635,16.7635,20.565584,0.0,0.0,0.0,0.0,6.638072
228,228,2000-08-16 00:00:00+00:00,24.063501,14.8635,19.130167,8.8,8.8,0.0,11.0,13.722565
229,229,2000-08-17 00:00:00+00:00,25.9135,13.7135,19.088501,2.2,2.2,0.0,2.0,10.028439
230,230,2000-08-18 00:00:00+00:00,26.3635,13.2135,20.405165,0.0,0.0,0.0,0.0,10.594036
231,231,2000-08-19 00:00:00+00:00,25.813501,14.513499,20.353083,0.0,0.0,0.0,0.0,9.47012
232,232,2000-08-20 00:00:00+00:00,26.4135,15.3635,21.132254,0.0,0.0,0.0,0.0,9.028754
233,233,2000-08-21 00:00:00+00:00,25.813501,15.6635,20.48017,0.5,0.5,0.0,3.0,11.874544
234,234,2000-08-22 00:00:00+00:00,22.7635,14.9135,18.490583,14.200001,14.200001,0.0,15.0,12.599998
235,235,2000-08-23 00:00:00+00:00,24.3635,14.1135,18.963501,1.3,1.3,0.0,4.0,12.287555
236,236,2000-08-24 00:00:00+00:00,24.5135,14.1135,19.057251,0.2,0.2,0.0,1.0,14.685176
237,237,2000-08-25 00:00:00+00:00,25.7635,13.6135,19.234335,1.5,1.5,0.0,2.0,10.703569
238,238,2000-08-26 00:00:00+00:00,26.713501,14.563499,20.590584,0.0,0.0,0.0,0.0,8.759178
239,239,2000-08-27 00:00:00+00:00,25.4135,16.313501,20.473917,4.3999996,4.3999996,0.0,5.0,8.225035
240,240,2000-08-28 00:00:00+00:00,25.7635,13.6135,18.542667,1.3000001,1.3000001,0.0,2.0,7.2359104
241,241,2000-08-29 00:00:00+00:00,26.063501,17.063501,21.778084,0.0,0.0,0.0,0.0,7.0911775
